Shape_Length,Shape_Area,Unit,UnitDesc,SphArea_km,OBJECTID,SUM_SphArea_km
1621645.498020036611706,31585234231.133647918701172,eNh,Early Noachian highland unit,20717.7988281,15,14599337.820922851562500
992552.525718172546476,45712200811.940826416015625,AHi,Amazonian and Hesperian impact unit,30201.8476562,2,7913061.843505859375000
872461.646924169384874,25043659701.727634429931641,Hpe,Hesperian polar edifice unit,16911.2695312,21,259771.810546875000000
480343.043304230843205,13368119159.132476806640625,AHi,Amazonian and Hesperian impact unit,9229.4091797,2,7913061.843505859375000
593695.907124323304743,15473093039.678693771362305,Apu,Amazonian polar undivided unit,10641.2910156,7,2005395.642578125000000
431981.508057233586442,9313791267.158611297607422,lNh,Late Noachian highland unit,6493.4238281,37,8419068.689208984375000
1983600.642297240206972,98531482791.343688964843750,eNh,Early Noachian highland unit,65998.3906250,15,14599337.820922851562500
2139449.465205238666385,75336855214.123916625976562,lNh,Late Noachian highland unit,48434.1992188,37,8419068.689208984375000
626788.798853521933779,22360543065.228984832763672,AHi,Amazonian and Hesperian impact unit,15552.4287109,2,7913061.843505859375000
519143.996147862635553,11204680723.132675170898438,mNh,Middle Noachian highland unit,7866.7944336,40,32313488.187866210937500
1327447.779957343824208,28238238542.218429565429688,eNh,Early Noachian highland unit,19044.1933594,15,14599337.820922851562500
434006.639317230146844,4995960382.619344711303711,Nhe,Noachian highland edifice unit,3555.1267090,42,220604.235595703125000
499090.025130018708296,7893489741.753788948059082,AHi,Amazonian and Hesperian impact unit,5644.7490234,2,7913061.843505859375000
850719.370207475265488,17016066666.917200088500977,lNh,Late Noachian highland unit,12017.5839844,37,8419068.689208984375000
627547.956326788174920,22449178837.255393981933594,AHi,Amazonian and Hesperian impact unit,15967.9101562,2,7913061.843505859375000
559502.211280356510542,16330451821.959150314331055,AHi,Amazonian and Hesperian impact unit,11814.4755859,2,7913061.843505859375000
595511.581289177644067,22328524600.233310699462891,AHi,Amazonian and Hesperian impact unit,16107.7236328,2,7913061.843505859375000
1132330.821802920429036,35462924514.693161010742188,lNh,Late Noachian highland unit,24798.2285156,37,8419068.689208984375000
520069.293674378714059,13051783364.577476501464844,Nhe,Noachian highland edifice unit,9554.6503906,42,220604.235595703125000
2029781.646651212591678,87288575157.746200561523438,lNh,Late Noachian highland unit,62012.5742188,37,8419068.689208984375000
521633.310702489165124,16609142585.492706298828125,AHi,Amazonian and Hesperian impact unit,12242.0371094,2,7913061.843505859375000
367234.813935000333004,7009138885.868523597717285,Nhu,Noachian highland undivided unit,5163.7983398,43,1610477.508789062500000
545832.836105577065609,16649355757.175821304321289,AHi,Amazonian and Hesperian impact unit,12287.8095703,2,7913061.843505859375000
372021.417502140800934,7583241505.127492904663086,AHi,Amazonian and Hesperian impact unit,5664.3383789,2,7913061.843505859375000
442971.692503515805583,10005961951.319641113281250,Hp,Hesperian polar unit,7455.4980469,20,1221562.593750000000000
405301.248564956884366,10236008921.029872894287109,AHi,Amazonian and Hesperian impact unit,7705.8110352,2,7913061.843505859375000
380357.637655356898904,9115079893.200630187988281,lNh,Late Noachian highland unit,6876.4194336,37,8419068.689208984375000
411954.644701523415279,9320300125.256721496582031,AHi,Amazonian and Hesperian impact unit,7031.2836914,2,7913061.843505859375000
738895.011706384946592,25685843730.342082977294922,AHi,Amazonian and Hesperian impact unit,19120.0664062,2,7913061.843505859375000
5439342.746645391918719,261144330848.945739746093750,eNh,Early Noachian highland unit,180505.1875000,15,14599337.820922851562500
533597.408611016115174,11307939731.692605972290039,mNh,Middle Noachian highland unit,8580.8183594,40,32313488.187866210937500
442682.149032956862357,12461471809.258300781250000,lNh,Late Noachian highland unit,9466.1845703,37,8419068.689208984375000
1113975.054353959625587,45708217719.912254333496094,AHi,Amazonian and Hesperian impact unit,34431.1484375,2,7913061.843505859375000
848722.291230009170249,21156416909.899623870849609,lNh,Late Noachian highland unit,16082.7666016,37,8419068.689208984375000
488388.705943453591317,9626549783.320074081420898,AHi,Amazonian and Hesperian impact unit,7376.1992188,2,7913061.843505859375000
758031.351629830664024,20851597633.775253295898438,AHi,Amazonian and Hesperian impact unit,15807.3115234,2,7913061.843505859375000
3049696.884390623774379,125095446719.851318359375000,mNh,Middle Noachian highland unit,90982.6406250,40,32313488.187866210937500
1690348.465597971342504,58481331844.404472351074219,eNh,Early Noachian highland unit,43928.8085938,15,14599337.820922851562500
2259260.465594102162868,61216036241.465461730957031,mNh,Middle Noachian highland unit,44590.2500000,40,32313488.187866210937500
1151100.343415351351723,41437934201.154533386230469,lNh,Late Noachian highland unit,30663.4355469,37,8419068.689208984375000
296219.881301485060249,5968733359.540950775146484,AHi,Amazonian and Hesperian impact unit,4670.0756836,2,7913061.843505859375000
2820681.152656543068588,92583714824.282806396484375,mNh,Middle Noachian highland unit,65442.1484375,40,32313488.187866210937500
849670.855701782158576,38926552354.453300476074219,lNh,Late Noachian highland unit,30146.7109375,37,8419068.689208984375000
683137.744836779311299,27995530046.822624206542969,AHi,Amazonian and Hesperian impact unit,21840.7187500,2,7913061.843505859375000
23059873.428992036730051,1351588277435.010986328125000,Hp,Hesperian polar unit,885404.9375000,20,1221562.593750000000000
670722.116901776520535,30628442996.264736175537109,AHi,Amazonian and Hesperian impact unit,23975.1230469,2,7913061.843505859375000
478019.547893845941871,13754814256.229434967041016,AHi,Amazonian and Hesperian impact unit,10888.4013672,2,7913061.843505859375000
563773.119671221938916,16287855128.547868728637695,AHi,Amazonian and Hesperian impact unit,12905.6992188,2,7913061.843505859375000
1079044.124158649938181,48105193694.683319091796875,lNh,Late Noachian highland unit,37622.1796875,37,8419068.689208984375000
235556.872447384841507,926134746.327600717544556,eNh,Early Noachian highland unit,745.2308350,15,14599337.820922851562500
364864.531667720468249,6146593901.311170578002930,lNh,Late Noachian highland unit,4933.3056641,37,8419068.689208984375000
1355487.855751912575215,69111645167.951660156250000,lNh,Late Noachian highland unit,53503.5234375,37,8419068.689208984375000
439425.011169904901180,12432845006.481538772583008,AHi,Amazonian and Hesperian impact unit,9950.2207031,2,7913061.843505859375000
625304.438068237039261,12814539246.834827423095703,eNh,Early Noachian highland unit,10240.0361328,15,14599337.820922851562500
448011.397507160960231,13267091390.642782211303711,AHi,Amazonian and Hesperian impact unit,10683.3515625,2,7913061.843505859375000
3192967.979659102391452,150327332047.522247314453125,lNh,Late Noachian highland unit,111434.0703125,37,8419068.689208984375000
357339.637681058782618,6742754420.349950790405273,lNh,Late Noachian highland unit,5461.4331055,37,8419068.689208984375000
424178.472896276507527,9067662325.568130493164062,mNh,Middle Noachian highland unit,7387.7958984,40,32313488.187866210937500
2470163.737073012627661,82529718097.648605346679688,mNh,Middle Noachian highland unit,64759.7070312,40,32313488.187866210937500
210150.978743300336646,1321694069.382266044616699,mNh,Middle Noachian highland unit,1086.5517578,40,32313488.187866210937500
793255.485597994644195,34914217711.113761901855469,eHh,Early Hesperian highland unit,28082.8730469,12,1805659.245117187500000
2125844.651397235225886,75840147614.500427246093750,lNh,Late Noachian highland unit,60009.1640625,37,8419068.689208984375000
342379.711588402569760,7201827750.130789756774902,lNh,Late Noachian highland unit,5897.6303711,37,8419068.689208984375000
1032348.504984373459592,53936038715.533897399902344,AHi,Amazonian and Hesperian impact unit,43477.9765625,2,7913061.843505859375000
762512.769888585899025,17179048812.825155258178711,AHi,Amazonian and Hesperian impact unit,14098.6591797,2,7913061.843505859375000
1503389.611832098802552,70949456582.681518554687500,eNh,Early Noachian highland unit,57117.0937500,15,14599337.820922851562500
1129856.891909803496674,40463862389.520179748535156,eNh,Early Noachian highland unit,32834.6132812,15,14599337.820922851562500
503110.467826008039992,16814663731.140993118286133,AHi,Amazonian and Hesperian impact unit,13894.1025391,2,7913061.843505859375000
1763769.572826843243092,46643874447.207847595214844,lNh,Late Noachian highland unit,37985.1406250,37,8419068.689208984375000
620876.432144289021380,22853357154.264011383056641,AHi,Amazonian and Hesperian impact unit,18897.5625000,2,7913061.843505859375000
721486.435832516639493,19788574681.820075988769531,AHi,Amazonian and Hesperian impact unit,16444.5136719,2,7913061.843505859375000
738806.930770697072148,15100137927.386465072631836,Hp,Hesperian polar unit,12462.3886719,20,1221562.593750000000000
415746.382790250412654,9794047597.245752334594727,lNh,Late Noachian highland unit,8148.5937500,37,8419068.689208984375000
316446.113719753222540,5032612863.320287704467773,lNh,Late Noachian highland unit,4257.7729492,37,8419068.689208984375000
912482.894360010395758,21971828128.122077941894531,eNh,Early Noachian highland unit,18212.1074219,15,14599337.820922851562500
566354.155984217184596,22438725034.413139343261719,AHi,Amazonian and Hesperian impact unit,18876.6875000,2,7913061.843505859375000
453389.079154249688145,9300352670.340217590332031,lNh,Late Noachian highland unit,7834.4038086,37,8419068.689208984375000
623601.253994841943495,17379577056.497203826904297,AHi,Amazonian and Hesperian impact unit,14680.4169922,2,7913061.843505859375000
953112.538085213978775,32389342260.523830413818359,lNh,Late Noachian highland unit,27270.5019531,37,8419068.689208984375000
872242.041118924156763,21009009074.221542358398438,lNh,Late Noachian highland unit,17698.1171875,37,8419068.689208984375000
671593.292594731319696,12119286278.081083297729492,lNh,Late Noachian highland unit,10230.2246094,37,8419068.689208984375000
392763.983640343765728,9233060662.264436721801758,lNh,Late Noachian highland unit,7893.4941406,37,8419068.689208984375000
736728.102229299722239,27222372904.724506378173828,eNh,Early Noachian highland unit,22951.5410156,15,14599337.820922851562500
689647.237312695593573,25845650918.704421997070312,lNh,Late Noachian highland unit,21843.6171875,37,8419068.689208984375000
560025.886160863796249,22007758522.801326751708984,AHi,Amazonian and Hesperian impact unit,18767.0878906,2,7913061.843505859375000
453065.413904830988031,7737350198.083163261413574,lNh,Late Noachian highland unit,6635.9360352,37,8419068.689208984375000
1302161.015215553576127,47430028833.394142150878906,lNh,Late Noachian highland unit,39844.7851562,37,8419068.689208984375000
997836.781604884308763,32615624526.617004394531250,lNh,Late Noachian highland unit,28052.6718750,37,8419068.689208984375000
435408.383130655158311,12783128087.301345825195312,AHi,Amazonian and Hesperian impact unit,11000.8955078,2,7913061.843505859375000
1464680.845955967204645,58770871073.226577758789062,lNh,Late Noachian highland unit,49000.1171875,37,8419068.689208984375000
23668252.743018060922623,1606001825303.847167968750000,eNh,Early Noachian highland unit,1151910.8750000,15,14599337.820922851562500
648797.420272651826963,20942124630.441585540771484,lNh,Late Noachian highland unit,18043.1992188,37,8419068.689208984375000
642747.834836410591379,26571992486.282657623291016,Nve,Noachian volcanic edifice unit,22938.8535156,44,206573.693115234375000
1131784.451238922309130,62865709454.183341979980469,Nve,Noachian volcanic edifice unit,53867.5156250,44,206573.693115234375000
4395887.697569407522678,199992622390.166625976562500,eNh,Early Noachian highland unit,154481.7343750,15,14599337.820922851562500
1143339.876573934219778,77883344734.168945312500000,Hp,Hesperian polar unit,66716.3671875,20,1221562.593750000000000
319240.868515599460807,5245883930.377500534057617,lNh,Late Noachian highland unit,4594.5649414,37,8419068.689208984375000
1152988.230346661061049,49104941739.643241882324219,AHi,Amazonian and Hesperian impact unit,42096.9023438,2,7913061.843505859375000
380190.035271923814435,5808613889.969426155090332,lNh,Late Noachian highland unit,5109.1865234,37,8419068.689208984375000
869459.272874776739627,46710299998.933128356933594,AHi,Amazonian and Hesperian impact unit,40654.4804688,2,7913061.843505859375000
705925.883368723909371,14421037364.036664962768555,lNh,Late Noachian highland unit,12547.4990234,37,8419068.689208984375000
1030480.597581024514511,52751705909.276977539062500,eNh,Early Noachian highland unit,45874.7343750,15,14599337.820922851562500
663584.044613343547098,15786800017.079795837402344,lNh,Late Noachian highland unit,13896.7187500,37,8419068.689208984375000
408582.190908928576391,9015685416.879899978637695,lNh,Late Noachian highland unit,7936.8579102,37,8419068.689208984375000
3273689.373132994398475,208070383815.062255859375000,eNh,Early Noachian highland unit,178105.1250000,15,14599337.820922851562500
2286141.560794547665864,92775137178.212875366210938,mNh,Middle Noachian highland unit,79990.2343750,40,32313488.187866210937500
531207.992865229723975,9214021902.352308273315430,lNh,Late Noachian highland unit,8181.2548828,37,8419068.689208984375000
364848.688375533907674,6546542546.136466979980469,eHh,Early Hesperian highland unit,5844.3471680,12,1805659.245117187500000
328027.575639030023012,7836798464.718758583068848,AHi,Amazonian and Hesperian impact unit,7009.6899414,2,7913061.843505859375000
953497.100758818676695,28569238661.090068817138672,lNh,Late Noachian highland unit,25261.7890625,37,8419068.689208984375000
725298.549954951391555,21794119768.805057525634766,eNh,Early Noachian highland unit,19339.8398438,15,14599337.820922851562500
486886.895867478218861,15743558259.862199783325195,lNh,Late Noachian highland unit,14008.7568359,37,8419068.689208984375000
365248.590364656934980,8984856046.004817962646484,lNh,Late Noachian highland unit,8036.3867188,37,8419068.689208984375000
388697.015181177004706,7899039207.918771743774414,lNh,Late Noachian highland unit,7087.6503906,37,8419068.689208984375000
881821.746653971145861,33620313474.403961181640625,lNh,Late Noachian highland unit,29968.0019531,37,8419068.689208984375000
309052.638417520385701,6663879000.949487686157227,AHi,Amazonian and Hesperian impact unit,6018.1464844,2,7913061.843505859375000
478811.375254985701758,9678934165.528226852416992,lNh,Late Noachian highland unit,8716.1884766,37,8419068.689208984375000
510443.014142212923616,11827004053.373083114624023,lNh,Late Noachian highland unit,10668.7470703,37,8419068.689208984375000
742309.659632977214642,16560323977.492654800415039,mNh,Middle Noachian highland unit,14842.6826172,40,32313488.187866210937500
549333.172679218347184,21078877460.998458862304688,AHi,Amazonian and Hesperian impact unit,19004.3417969,2,7913061.843505859375000
492967.051056558964774,13351084034.978218078613281,lNh,Late Noachian highland unit,12160.0771484,37,8419068.689208984375000
901055.454795983852819,31068292619.907314300537109,AHi,Amazonian and Hesperian impact unit,28247.1035156,2,7913061.843505859375000
461291.350495347229298,7991616254.970974922180176,eHh,Early Hesperian highland unit,7324.0239258,12,1805659.245117187500000
396506.799920527089853,8410594089.277691841125488,lNh,Late Noachian highland unit,7725.3515625,37,8419068.689208984375000
865076.616579535300843,24217734007.526271820068359,lNh,Late Noachian highland unit,22096.2167969,37,8419068.689208984375000
813911.934762425487861,27594930726.578269958496094,lNh,Late Noachian highland unit,25204.7949219,37,8419068.689208984375000
839108.911446237354539,17880789845.761436462402344,lNh,Late Noachian highland unit,16492.4140625,37,8419068.689208984375000
430557.403789859265089,9598148172.680032730102539,AHi,Amazonian and Hesperian impact unit,8871.4492188,2,7913061.843505859375000
736079.453731016372330,19008721293.044631958007812,lNh,Late Noachian highland unit,17582.3750000,37,8419068.689208984375000
924923.376683953450993,28619480178.984142303466797,mNh,Middle Noachian highland unit,26236.7714844,40,32313488.187866210937500
1558429.545801547355950,31766694221.464439392089844,lNh,Late Noachian highland unit,29080.6425781,37,8419068.689208984375000
427428.533423749671783,8543381002.914438247680664,lNh,Late Noachian highland unit,7931.8461914,37,8419068.689208984375000
1285241.191205472918227,25266036770.121334075927734,lNh,Late Noachian highland unit,23037.6621094,37,8419068.689208984375000
1012350.900706982356496,52639386999.072196960449219,lNh,Late Noachian highland unit,48291.8867188,37,8419068.689208984375000
412340.049412485095672,11395845088.464811325073242,AHi,Amazonian and Hesperian impact unit,10597.6748047,2,7913061.843505859375000
552852.140051191090606,7816291904.890743255615234,lNh,Late Noachian highland unit,7254.2519531,37,8419068.689208984375000
2352318.404148758854717,86632854659.550201416015625,lNh,Late Noachian highland unit,78472.6484375,37,8419068.689208984375000
778850.560603256104514,14211804678.864023208618164,lNh,Late Noachian highland unit,13153.4892578,37,8419068.689208984375000
434976.362309072981589,5598869380.239292144775391,lNh,Late Noachian highland unit,5241.4467773,37,8419068.689208984375000
2009294.277836475754157,76810932965.479095458984375,lNh,Late Noachian highland unit,69067.5781250,37,8419068.689208984375000
1533262.469218302052468,100640073433.418899536132812,AHi,Amazonian and Hesperian impact unit,91665.9531250,2,7913061.843505859375000
487179.653881688602269,11471052930.483421325683594,mNh,Middle Noachian highland unit,10785.9775391,40,32313488.187866210937500
557831.836019998649135,10186468146.356302261352539,lNh,Late Noachian highland unit,9548.1855469,37,8419068.689208984375000
842392.633261132636108,25180599060.855384826660156,lNh,Late Noachian highland unit,23426.1328125,37,8419068.689208984375000
1404960.284377126023173,34499443589.609748840332031,eHb,Early Hesperian basin unit,32309.1347656,11,395406.728515625000000
497533.458457872970030,6343427725.966933250427246,lNh,Late Noachian highland unit,5944.5976562,37,8419068.689208984375000
696587.394667816464789,19873881563.992580413818359,AHi,Amazonian and Hesperian impact unit,18667.0742188,2,7913061.843505859375000
363529.805686661973596,8568781962.325948715209961,lNh,Late Noachian highland unit,8086.1831055,37,8419068.689208984375000
812459.552993021789007,23503754568.811519622802734,lNh,Late Noachian highland unit,22131.7988281,37,8419068.689208984375000
1049542.276882118312642,58364498400.960662841796875,AHi,Amazonian and Hesperian impact unit,54673.1601562,2,7913061.843505859375000
308080.733391030749772,5445942615.853432655334473,lNh,Late Noachian highland unit,5163.8232422,37,8419068.689208984375000
747836.477236266364343,14921194968.451452255249023,mNh,Middle Noachian highland unit,14049.6611328,40,32313488.187866210937500
904978.382580359233543,29477299118.903995513916016,mNh,Middle Noachian highland unit,27763.1660156,40,32313488.187866210937500
576521.473040485288948,7468631630.715517044067383,eNh,Early Noachian highland unit,7012.1499023,15,14599337.820922851562500
614388.853232871391810,21353771236.733039855957031,AHi,Amazonian and Hesperian impact unit,20164.9238281,2,7913061.843505859375000
1755890.708876412827522,59072854946.828208923339844,eNh,Early Noachian highland unit,53370.6406250,15,14599337.820922851562500
272846.115531131275930,4750848581.374595642089844,lNh,Late Noachian highland unit,4534.3574219,37,8419068.689208984375000
461316.894935209304094,7061641122.968444824218750,lNh,Late Noachian highland unit,6693.7216797,37,8419068.689208984375000
336095.869667144899722,5333601238.231979370117188,lNh,Late Noachian highland unit,5061.7631836,37,8419068.689208984375000
365198.739712814800441,4355177046.345356941223145,eNh,Early Noachian highland unit,4165.7065430,15,14599337.820922851562500
1767856.774422368733212,167985864628.722717285156250,AHi,Amazonian and Hesperian impact unit,155213.9843750,2,7913061.843505859375000
3760017.442855115979910,173829113197.948425292968750,eNh,Early Noachian highland unit,158001.4531250,15,14599337.820922851562500
597765.561937415972352,8138718088.096368789672852,lNh,Late Noachian highland unit,7764.1655273,37,8419068.689208984375000
831698.703813489642926,40863156047.151840209960938,AHi,Amazonian and Hesperian impact unit,38571.3164062,2,7913061.843505859375000
5470661.971250135451555,130489801595.795364379882812,mNh,Middle Noachian highland unit,111534.1250000,40,32313488.187866210937500
422241.207708602247294,6696477005.077014923095703,lNh,Late Noachian highland unit,6389.5859375,37,8419068.689208984375000
529030.973945202771574,15454824984.652078628540039,AHi,Amazonian and Hesperian impact unit,14726.1962891,2,7913061.843505859375000
760386.047553960117511,28354267857.414142608642578,lNh,Late Noachian highland unit,26947.6484375,37,8419068.689208984375000
4887583.802586076781154,217420084489.458374023437500,mNh,Middle Noachian highland unit,189997.2343750,40,32313488.187866210937500
470871.810008323052898,12257345025.188829421997070,AHi,Amazonian and Hesperian impact unit,11712.2392578,2,7913061.843505859375000
465246.410158910846803,11885170332.968105316162109,lNh,Late Noachian highland unit,11391.4501953,37,8419068.689208984375000
1873386.268321953015402,59926112518.563385009765625,mNh,Middle Noachian highland unit,56016.3515625,40,32313488.187866210937500
1949253.876963293412700,174473855920.798034667968750,AHi,Amazonian and Hesperian impact unit,163410.2812500,2,7913061.843505859375000
551889.636161309550516,14133390620.536252975463867,Nhe,Noachian highland edifice unit,13593.8759766,42,220604.235595703125000
342869.071578044618946,8301720164.631660461425781,AHi,Amazonian and Hesperian impact unit,8006.7597656,2,7913061.843505859375000
1007977.380279906326905,46187623817.106933593750000,eNh,Early Noachian highland unit,43834.8164062,15,14599337.820922851562500
508449.358786081895232,18092251375.608203887939453,HNhu,Hesperian and Noachian highland undivided unit,17389.7832031,18,1006731.637207031250000
446436.071334245905746,10524955271.483263015747070,AHi,Amazonian and Hesperian impact unit,10137.5781250,2,7913061.843505859375000
374540.435616140777711,4910070097.125377655029297,lNh,Late Noachian highland unit,4743.9716797,37,8419068.689208984375000
389173.842759375809692,6133463156.283134460449219,lNh,Late Noachian highland unit,5909.7294922,37,8419068.689208984375000
1466607.791637802263722,56405821577.958717346191406,lNh,Late Noachian highland unit,53586.0390625,37,8419068.689208984375000
515979.257436350570060,10040468743.567564010620117,lNh,Late Noachian highland unit,9717.8808594,37,8419068.689208984375000
447003.960584186716005,8778028917.455644607543945,lNh,Late Noachian highland unit,8499.7734375,37,8419068.689208984375000
444030.578286293952260,9234283441.635128021240234,lNh,Late Noachian highland unit,8963.5419922,37,8419068.689208984375000
1871709.669256385881454,88554314533.370620727539062,mNh,Middle Noachian highland unit,83174.7812500,40,32313488.187866210937500
369021.506822024879511,3820995037.424111843109131,eNh,Early Noachian highland unit,3725.6208496,15,14599337.820922851562500
688725.545345440623350,20822429248.642860412597656,lNh,Late Noachian highland unit,20212.7421875,37,8419068.689208984375000
868161.033631641883403,24330977873.315258026123047,mNh,Middle Noachian highland unit,23577.0957031,40,32313488.187866210937500
444923.177811849862337,9741416016.387468338012695,Nhe,Noachian highland edifice unit,9507.8769531,42,220604.235595703125000
282750.935320447315462,5413279415.722832679748535,AHi,Amazonian and Hesperian impact unit,5301.9096680,2,7913061.843505859375000
2334790.517667793203145,77134084887.226882934570312,lNv,Late Noachian volcanic unit,74229.3515625,38,2226351.114257812500000
582255.921255145804025,22130061646.667076110839844,lNh,Late Noachian highland unit,21543.7773438,37,8419068.689208984375000
2032193.624364373506978,59709074401.488769531250000,lNh,Late Noachian highland unit,57856.4335938,37,8419068.689208984375000
547605.684932801057585,15243918764.999444961547852,lNh,Late Noachian highland unit,14894.7656250,37,8419068.689208984375000
18603251.716735385358334,1968861662279.553710937500000,lNv,Late Noachian volcanic unit,1628729.8750000,38,2226351.114257812500000
323661.082910698081832,5283595975.505763053894043,ANa,Amazonian and Noachian apron unit,5202.5117188,5,373841.880615234375000
422617.247815463866573,9629818081.099145889282227,eHh,Early Hesperian highland unit,9473.7539062,12,1805659.245117187500000
437543.285186483524740,7980052883.059737205505371,lNh,Late Noachian highland unit,7867.3725586,37,8419068.689208984375000
3158375.557525557000190,370029803001.657043457031250,HNb,Hesperian and Noachian basin unit,346465.8437500,17,596205.765625000000000
398707.544864220486488,10841706566.694267272949219,AHi,Amazonian and Hesperian impact unit,10721.8125000,2,7913061.843505859375000
522302.599716632394120,6770045875.855228424072266,lNh,Late Noachian highland unit,6670.0639648,37,8419068.689208984375000
470389.940377886232454,6997919196.468338012695312,lNh,Late Noachian highland unit,6924.8208008,37,8419068.689208984375000
532058.291180880274624,16040146171.346368789672852,AHi,Amazonian and Hesperian impact unit,15860.9121094,2,7913061.843505859375000
890970.453916561673395,42842720083.268157958984375,AHi,Amazonian and Hesperian impact unit,42174.2695312,2,7913061.843505859375000
1947006.046255369903520,61678428118.642929077148438,eNh,Early Noachian highland unit,59513.0078125,15,14599337.820922851562500
540136.419738167431206,9281095515.023614883422852,lNh,Late Noachian highland unit,9211.4257812,37,8419068.689208984375000
442057.558086683799047,11603870351.672475814819336,AHi,Amazonian and Hesperian impact unit,11540.6132812,2,7913061.843505859375000
2956221.449142590630800,60948479129.520103454589844,eNh,Early Noachian highland unit,58540.4765625,15,14599337.820922851562500
641809.968862041481771,13092523053.972871780395508,lNh,Late Noachian highland unit,12966.6923828,37,8419068.689208984375000
368420.194257533235941,7370719351.320765495300293,lNh,Late Noachian highland unit,7355.4204102,37,8419068.689208984375000
877993.754937881836668,19376169373.732650756835938,lNh,Late Noachian highland unit,19248.3515625,37,8419068.689208984375000
682545.643208713270724,24460653524.424694061279297,AHi,Amazonian and Hesperian impact unit,24209.1601562,2,7913061.843505859375000
1006593.580028226366267,20570235255.867229461669922,lNv,Late Noachian volcanic unit,20363.3300781,38,2226351.114257812500000
502641.464418668183498,15364168619.172237396240234,AHi,Amazonian and Hesperian impact unit,15285.0781250,2,7913061.843505859375000
517782.285760727827437,17432968999.121559143066406,AHi,Amazonian and Hesperian impact unit,17353.1679688,2,7913061.843505859375000
633087.687579161836766,24719536659.360252380371094,AHi,Amazonian and Hesperian impact unit,24555.1699219,2,7913061.843505859375000
376511.865451654419303,6512209558.821193695068359,lNh,Late Noachian highland unit,6517.9116211,37,8419068.689208984375000
599917.522590112872422,18964644139.067684173583984,AHi,Amazonian and Hesperian impact unit,18811.0585938,2,7913061.843505859375000
717158.018911343999207,19201945081.822223663330078,mNh,Middle Noachian highland unit,18937.3613281,40,32313488.187866210937500
2316924.179372649174184,90830517589.869201660156250,eNh,Early Noachian highland unit,87710.7578125,15,14599337.820922851562500
571156.229241463937797,7865294105.863686561584473,mNh,Middle Noachian highland unit,7830.1655273,40,32313488.187866210937500
339207.559670392016415,5620004217.951682090759277,lNh,Late Noachian highland unit,5627.5039062,37,8419068.689208984375000
1360345.125070099486038,44918044522.591766357421875,mNh,Middle Noachian highland unit,44470.8359375,40,32313488.187866210937500
330077.796388843737077,6871611371.765818595886230,eHh,Early Hesperian highland unit,6892.0356445,12,1805659.245117187500000
932982.331971023697406,35990843243.681953430175781,lNh,Late Noachian highland unit,35891.5078125,37,8419068.689208984375000
513317.089455316076055,10296042260.642417907714844,lNh,Late Noachian highland unit,10352.9580078,37,8419068.689208984375000
342124.028894509363454,6758771277.548652648925781,AHi,Amazonian and Hesperian impact unit,6792.1879883,2,7913061.843505859375000
1467753.432385760359466,44454458416.664474487304688,lNh,Late Noachian highland unit,44055.3398438,37,8419068.689208984375000
683731.606820339104161,15341905391.979547500610352,mNh,Middle Noachian highland unit,15384.9560547,40,32313488.187866210937500
426259.583351721579675,7673219805.964551925659180,ANa,Amazonian and Noachian apron unit,7709.1665039,5,373841.880615234375000
385220.557210630853660,10152590329.225677490234375,lNh,Late Noachian highland unit,10201.4169922,37,8419068.689208984375000
795844.597134102135897,17730929147.296264648437500,lNh,Late Noachian highland unit,17854.9101562,37,8419068.689208984375000
825181.521806241129525,29388903975.670753479003906,AHi,Amazonian and Hesperian impact unit,29362.7011719,2,7913061.843505859375000
593893.408270152402110,10666556182.641822814941406,eHv,Early Hesperian volcanic unit,10731.7226562,14,5791988.775878906250000
447608.155321801605169,5192453174.954911231994629,lNh,Late Noachian highland unit,5256.6640625,37,8419068.689208984375000
365898.258245978737250,9800741606.270080566406250,AHi,Amazonian and Hesperian impact unit,9920.3339844,2,7913061.843505859375000
295140.208399865252431,4237000166.016615867614746,ANa,Amazonian and Noachian apron unit,4299.6743164,5,373841.880615234375000
1077561.238052803790197,27822030746.539752960205078,eHh,Early Hesperian highland unit,28018.7910156,12,1805659.245117187500000
407942.694812722213101,7885540543.115884780883789,mNh,Middle Noachian highland unit,8008.7207031,40,32313488.187866210937500
3580214.419586742762476,175232087644.849578857421875,lNh,Late Noachian highland unit,169959.3593750,37,8419068.689208984375000
187221.296347133233212,2246892330.248174667358398,ANa,Amazonian and Noachian apron unit,2294.9619141,5,373841.880615234375000
300929.682589798874687,4933503286.409659385681152,Nhe,Noachian highland edifice unit,5033.0903320,42,220604.235595703125000
391068.483212888357230,9099792357.171623229980469,Nhe,Noachian highland edifice unit,9242.3720703,42,220604.235595703125000
512467.163473085733131,10793241079.126354217529297,eNh,Early Noachian highland unit,10974.6718750,15,14599337.820922851562500
665550.408100734814070,30168983379.390182495117188,AHi,Amazonian and Hesperian impact unit,30493.2167969,2,7913061.843505859375000
516714.714610582741443,12391623123.359643936157227,lNh,Late Noachian highland unit,12544.4160156,37,8419068.689208984375000
455600.842309330066200,10619081345.648559570312500,AHi,Amazonian and Hesperian impact unit,10798.2548828,2,7913061.843505859375000
622676.894157630624250,26594955713.376522064208984,AHi,Amazonian and Hesperian impact unit,26928.5312500,2,7913061.843505859375000
1557072.813403180567548,49285810442.165321350097656,lNh,Late Noachian highland unit,49386.2265625,37,8419068.689208984375000
