Shape_Length,Shape_Area,Unit,UnitDesc,SphArea_km,OBJECTID,SUM_SphArea_km
399919.886993971187621,8348015523.988090515136719,lNh,Late Noachian highland unit,8515.1923828,37,8419068.689208984375000
358591.809231744671706,3635208610.045003414154053,lNh,Late Noachian highland unit,3712.6074219,37,8419068.689208984375000
1003459.558060793904588,28422545817.037075042724609,eNh,Early Noachian highland unit,28923.0273438,15,14599337.820922851562500
16669992.544782707467675,763142791803.370239257812500,eNh,Early Noachian highland unit,665252.2500000,15,14599337.820922851562500
534971.177653596503660,5814389907.272016525268555,lNh,Late Noachian highland unit,5922.2631836,37,8419068.689208984375000
1018301.283357021398842,42266609787.288856506347656,mNh,Middle Noachian highland unit,42448.9609375,40,32313488.187866210937500
426098.910263545170892,7605046453.220277786254883,lNv,Late Noachian volcanic unit,7786.1264648,38,2226351.114257812500000
1755982.695247182622552,48030559691.089622497558594,mNh,Middle Noachian highland unit,47964.1250000,40,32313488.187866210937500
657950.130811136448756,9191275674.645868301391602,eHh,Early Hesperian highland unit,9433.4658203,12,1805659.245117187500000
546749.549857390928082,18360879770.090396881103516,AHi,Amazonian and Hesperian impact unit,18789.0234375,2,7913061.843505859375000
145056.677011808787938,1120512462.644939184188843,mNh,Middle Noachian highland unit,1156.0633545,40,32313488.187866210937500
4659304.953139020130038,331178202826.541931152343750,HNhu,Hesperian and Noachian highland undivided unit,329164.7500000,18,1006731.637207031250000
400020.466024107765406,10529735196.331356048583984,AHi,Amazonian and Hesperian impact unit,10834.9228516,2,7913061.843505859375000
553953.922764772432856,13747607755.609445571899414,lNh,Late Noachian highland unit,14104.8203125,37,8419068.689208984375000
892802.916203027474694,45551807525.746559143066406,lNh,Late Noachian highland unit,46522.8046875,37,8419068.689208984375000
315116.308180673047900,6437220149.788816452026367,lNh,Late Noachian highland unit,6641.7470703,37,8419068.689208984375000
468693.622395566955674,12250725782.499101638793945,lNh,Late Noachian highland unit,12616.5195312,37,8419068.689208984375000
363605.788822636066470,6728936291.984336853027344,lNh,Late Noachian highland unit,6923.9311523,37,8419068.689208984375000
782316.584228723309934,27267048470.825805664062500,AHi,Amazonian and Hesperian impact unit,27878.9277344,2,7913061.843505859375000
728457.944116232916713,16775757014.080116271972656,lNh,Late Noachian highland unit,17230.5761719,37,8419068.689208984375000
3462007.042648181319237,101387571970.106491088867188,mNh,Middle Noachian highland unit,102666.5937500,40,32313488.187866210937500
650718.494432319304906,28994510419.866100311279297,AHi,Amazonian and Hesperian impact unit,29752.4277344,2,7913061.843505859375000
592208.981404942343943,15219931120.472381591796875,lNh,Late Noachian highland unit,15623.4453125,37,8419068.689208984375000
915386.823460377170704,46814049982.623992919921875,eNh,Early Noachian highland unit,47948.2929688,15,14599337.820922851562500
963575.056023300508969,30257751845.089984893798828,eNh,Early Noachian highland unit,31072.3085938,15,14599337.820922851562500
949546.615637476090342,49920068085.863258361816406,AHi,Amazonian and Hesperian impact unit,51113.9648438,2,7913061.843505859375000
500913.359127004456241,10855990456.078636169433594,lNh,Late Noachian highland unit,11241.6044922,37,8419068.689208984375000
428194.782818256237078,8212665337.887649536132812,mNh,Middle Noachian highland unit,8528.3945312,40,32313488.187866210937500
695790.407860408653505,20732011170.551597595214844,AHi,Amazonian and Hesperian impact unit,21392.0351562,2,7913061.843505859375000
3784397.510018071625382,286870224434.865173339843750,mNh,Middle Noachian highland unit,283726.1875000,40,32313488.187866210937500
518438.287216233555228,13753764880.508506774902344,lNh,Late Noachian highland unit,14230.8623047,37,8419068.689208984375000
983812.530233016703278,40958692170.439865112304688,Nhu,Noachian highland undivided unit,42122.2460938,43,1610477.508789062500000
325409.581670908140950,5152805686.701407432556152,lNh,Late Noachian highland unit,5354.1376953,37,8419068.689208984375000
697477.690629197284579,18077431304.645545959472656,Nhe,Noachian highland edifice unit,18745.9726562,42,220604.235595703125000
375664.439186640258413,7623073983.715360641479492,Nhe,Noachian highland edifice unit,7937.4741211,42,220604.235595703125000
285585.045002639701124,5948908397.996359825134277,lNh,Late Noachian highland unit,6197.5810547,37,8419068.689208984375000
1019240.275824768817984,25913878700.712383270263672,eNh,Early Noachian highland unit,26603.0957031,15,14599337.820922851562500
459487.911008707596920,7713674794.506439208984375,eHv,Early Hesperian volcanic unit,8021.2124023,14,5791988.775878906250000
12088019.917818158864975,488867977025.621887207031250,eNh,Early Noachian highland unit,465356.0312500,15,14599337.820922851562500
551084.528263525106013,16357884369.257608413696289,AHi,Amazonian and Hesperian impact unit,16961.3671875,2,7913061.843505859375000
370039.224664521228988,9578825790.139734268188477,lNh,Late Noachian highland unit,10002.5009766,37,8419068.689208984375000
314728.031442883308046,5263271174.306814193725586,AHi,Amazonian and Hesperian impact unit,5505.0415039,2,7913061.843505859375000
567838.082045482820831,16833033677.132246017456055,AHi,Amazonian and Hesperian impact unit,17534.1035156,2,7913061.843505859375000
387577.745104059751611,6114992655.073828697204590,lNh,Late Noachian highland unit,6386.4248047,37,8419068.689208984375000
327306.782532575714868,6052856856.964502334594727,Nhe,Noachian highland edifice unit,6333.4619141,42,220604.235595703125000
377369.902925909555051,6805593656.888447761535645,mNh,Middle Noachian highland unit,7141.8466797,40,32313488.187866210937500
320490.580605280818418,5172608860.263449668884277,HNt,Hesperian and Noachian transition unit,5427.6445312,19,2889481.606689453125000
461040.520044292614330,8870381149.066331863403320,Nhe,Noachian highland edifice unit,9273.6542969,42,220604.235595703125000
2605228.595175794325769,92748786207.484375000000000,mNh,Middle Noachian highland unit,95244.3828125,40,32313488.187866210937500
473345.249305203789845,7985172613.621361732482910,mNh,Middle Noachian highland unit,8340.2812500,40,32313488.187866210937500
441730.769364180916455,5048095554.644933700561523,eNh,Early Noachian highland unit,5301.4516602,15,14599337.820922851562500
431258.742152241175063,8218971150.469651222229004,lNh,Late Noachian highland unit,8640.8378906,37,8419068.689208984375000
465974.014360745844897,11176692916.964681625366211,HNt,Hesperian and Noachian transition unit,11730.4443359,19,2889481.606689453125000
861140.747856334899552,18030548887.770500183105469,ANa,Amazonian and Noachian apron unit,18770.1992188,5,373841.880615234375000
466804.779738447105046,13958961006.868940353393555,AHi,Amazonian and Hesperian impact unit,14643.7851562,2,7913061.843505859375000
314987.351953110133763,6130234461.628973007202148,HNhu,Hesperian and Noachian highland undivided unit,6448.1689453,18,1006731.637207031250000
1150943.377063499996439,29614764860.210277557373047,lNh,Late Noachian highland unit,30752.9433594,37,8419068.689208984375000
1029541.231427389080636,23678533779.890647888183594,lNh,Late Noachian highland unit,24653.4238281,37,8419068.689208984375000
547963.445307975169271,13767626226.609302520751953,lNh,Late Noachian highland unit,14458.0566406,37,8419068.689208984375000
411744.761571787588764,8731899028.112504959106445,Nhe,Noachian highland edifice unit,9217.9658203,42,220604.235595703125000
317962.497994208824821,6476924476.637100219726562,AHi,Amazonian and Hesperian impact unit,6833.2441406,2,7913061.843505859375000
710519.308077256777324,18401003990.405185699462891,eAb,Early Amazonian basin unit,19186.6953125,10,545426.570312500000000
358035.646613860735670,8122039529.044537544250488,AHi,Amazonian and Hesperian impact unit,8586.3173828,2,7913061.843505859375000
735338.304436804843135,11648427161.912618637084961,Nhe,Noachian highland edifice unit,12246.9355469,42,220604.235595703125000
888457.448662541923113,26578821224.003410339355469,lNh,Late Noachian highland unit,27842.0097656,37,8419068.689208984375000
590706.073491380433552,12047767918.550643920898438,Nhe,Noachian highland edifice unit,12752.0146484,42,220604.235595703125000
838287.868286589160562,20662842821.603385925292969,lNv,Late Noachian volcanic unit,21682.4492188,38,2226351.114257812500000
458230.525350011768751,9118564782.370618820190430,mNh,Middle Noachian highland unit,9627.4599609,40,32313488.187866210937500
5493928.821130880154669,169150479579.685852050781250,lNh,Late Noachian highland unit,174492.3281250,37,8419068.689208984375000
356777.264163240790367,5627488720.242641448974609,Nhe,Noachian highland edifice unit,5959.4111328,42,220604.235595703125000
768138.551249276031740,19100496427.784652709960938,mNh,Middle Noachian highland unit,20228.3750000,40,32313488.187866210937500
427457.696626953780651,9167166192.007989883422852,AHi,Amazonian and Hesperian impact unit,9712.1406250,2,7913061.843505859375000
582909.406103929155506,18282249283.629665374755859,AHi,Amazonian and Hesperian impact unit,19368.3164062,2,7913061.843505859375000
326816.091749657702167,7804069510.017986297607422,AHi,Amazonian and Hesperian impact unit,8285.7890625,2,7913061.843505859375000
1496253.239757184404880,61875925972.699974060058594,lNh,Late Noachian highland unit,64791.2968750,37,8419068.689208984375000
352572.970977021672297,6438486356.016245841979980,Nhe,Noachian highland edifice unit,6831.9619141,42,220604.235595703125000
1182926.327805240172893,27647001326.406970977783203,mNh,Middle Noachian highland unit,29174.8730469,40,32313488.187866210937500
560326.221429796190932,12498187229.394388198852539,lNh,Late Noachian highland unit,13295.1718750,37,8419068.689208984375000
506546.240664525248576,16517897394.840240478515625,AHi,Amazonian and Hesperian impact unit,17523.0429688,2,7913061.843505859375000
493421.020748367242049,14243315399.097881317138672,AHi,Amazonian and Hesperian impact unit,15135.3398438,2,7913061.843505859375000
14964127.752515377476811,1343195959414.128173828125000,mNhm,Middle Noachian highland massif unit,1290608.0000000,41,1873161.479003906250000
304677.805409221502487,4934488122.928781509399414,lNh,Late Noachian highland unit,5262.5322266,37,8419068.689208984375000
543163.500465689809062,10726039130.705184936523438,lNh,Late Noachian highland unit,11437.2626953,37,8419068.689208984375000
362404.937852713686880,8274561443.489834785461426,AHi,Amazonian and Hesperian impact unit,8840.8027344,2,7913061.843505859375000
331357.157613293675240,8128284022.578005790710449,AHi,Amazonian and Hesperian impact unit,8679.1230469,2,7913061.843505859375000
693168.279198978561908,22790018283.243679046630859,AHi,Amazonian and Hesperian impact unit,24217.6933594,2,7913061.843505859375000
3618320.368318563327193,201145220556.872680664062500,eHv,Early Hesperian volcanic unit,202335.6718750,14,5791988.775878906250000
308853.470737663330510,3044326142.126605987548828,mNh,Middle Noachian highland unit,3262.6674805,40,32313488.187866210937500
1375173.306088732322678,46178248970.755790710449219,lNh,Late Noachian highland unit,48533.6406250,37,8419068.689208984375000
475428.996352838410530,13134662644.284126281738281,lNh,Late Noachian highland unit,14028.7548828,37,8419068.689208984375000
377121.016275463451166,5629143529.362205505371094,eHv,Early Hesperian volcanic unit,6021.0590820,14,5791988.775878906250000
580729.693210452911444,18473297789.142616271972656,AHi,Amazonian and Hesperian impact unit,19699.3281250,2,7913061.843505859375000
755089.166314326925203,13405927802.956867218017578,lNh,Late Noachian highland unit,14298.5371094,37,8419068.689208984375000
611012.866928106872365,19732304756.836177825927734,Nhe,Noachian highland edifice unit,21101.8808594,42,220604.235595703125000
456757.031417269667145,11081258020.817979812622070,lNh,Late Noachian highland unit,11870.9355469,37,8419068.689208984375000
8498713.081919983029366,327432459374.051696777343750,eNh,Early Noachian highland unit,336981.5312500,15,14599337.820922851562500
2865819.853495573159307,77829834169.625274658203125,lNh,Late Noachian highland unit,81261.6093750,37,8419068.689208984375000
391335.096032774716150,6060781589.532177925109863,lNh,Late Noachian highland unit,6493.4389648,37,8419068.689208984375000
618283.177446798887104,17671988644.703113555908203,HNt,Hesperian and Noachian transition unit,18912.8710938,19,2889481.606689453125000
645247.108157541253604,8233165354.818621635437012,lNh,Late Noachian highland unit,8814.6611328,37,8419068.689208984375000
1368159.513663003221154,43135396885.645027160644531,lNh,Late Noachian highland unit,45956.4062500,37,8419068.689208984375000
807917.835342211881652,18760129155.163192749023438,eNhm,Early Noachian highland massif unit,20066.2343750,16,1944452.784667968750000
377177.585189515084494,3220656482.064419269561768,lNh,Late Noachian highland unit,3461.0080566,37,8419068.689208984375000
607937.118110044626519,20343024661.866905212402344,HNt,Hesperian and Noachian transition unit,21826.3027344,19,2889481.606689453125000
400178.319676320010331,5328360755.085186004638672,lHv,Late Hesperian volcanic unit,5741.4497070,35,2391023.202148437500000
1246456.949246362317353,20333304804.531761169433594,mNh,Middle Noachian highland unit,21761.2265625,40,32313488.187866210937500
495249.166527349269018,6806070652.079625129699707,mNh,Middle Noachian highland unit,7309.3061523,40,32313488.187866210937500
538292.325894574518315,7760889846.880364418029785,eHv,Early Hesperian volcanic unit,8332.8525391,14,5791988.775878906250000
513203.308822855469771,16643978917.074424743652344,AHi,Amazonian and Hesperian impact unit,17916.5292969,2,7913061.843505859375000
277008.823997769854032,5129126938.888601303100586,eHv,Early Hesperian volcanic unit,5549.0336914,14,5791988.775878906250000
836526.827724539092742,18387430802.695941925048828,lNh,Late Noachian highland unit,19644.8281250,37,8419068.689208984375000
352626.309186698170379,7697532867.379887580871582,AHi,Amazonian and Hesperian impact unit,8322.9853516,2,7913061.843505859375000
461648.750502503535245,9094899330.403656005859375,Nhe,Noachian highland edifice unit,9801.6943359,42,220604.235595703125000
625496.037178587401286,19597907688.260807037353516,AHi,Amazonian and Hesperian impact unit,21134.6250000,2,7913061.843505859375000
631666.625837930594571,12123964571.772693634033203,mNh,Middle Noachian highland unit,13124.2451172,40,32313488.187866210937500
367573.233008500188589,5342202626.939072608947754,Nhe,Noachian highland edifice unit,5800.8666992,42,220604.235595703125000
611980.368563603376970,14149340876.262062072753906,eHv,Early Hesperian volcanic unit,15384.3828125,14,5791988.775878906250000
380278.541663898678962,4603200349.363772392272949,mNh,Middle Noachian highland unit,5005.8896484,40,32313488.187866210937500
491937.208663799334317,13536300036.659521102905273,AHi,Amazonian and Hesperian impact unit,14705.1816406,2,7913061.843505859375000
6270950.487954285927117,316426094950.465209960937500,eNh,Early Noachian highland unit,324188.8125000,15,14599337.820922851562500
508530.235293188772630,12171125250.205011367797852,Nhe,Noachian highland edifice unit,13227.6738281,42,220604.235595703125000
1268684.017207005759701,74127375351.150680541992188,eNh,Early Noachian highland unit,79514.2656250,15,14599337.820922851562500
294128.540802291419823,4699177412.394667625427246,eNh,Early Noachian highland unit,5139.7333984,15,14599337.820922851562500
852073.090095805120654,23380556338.133224487304688,eNh,Early Noachian highland unit,25223.3554688,15,14599337.820922851562500
725501.124295663088560,14410342512.061670303344727,eNh,Early Noachian highland unit,15684.4130859,15,14599337.820922851562500
4416186.681652814149857,240808030168.502746582031250,HNb,Hesperian and Noachian basin unit,249739.9218750,17,596205.765625000000000
353377.607602581905667,9041764314.792982101440430,AHi,Amazonian and Hesperian impact unit,9883.7822266,2,7913061.843505859375000
5709254.410791771486402,904820001600.637329101562500,lHb,Late Hesperian basin unit,912197.8125000,32,912197.812500000000000
756574.213302291813307,30583148644.148841857910156,AHi,Amazonian and Hesperian impact unit,33367.5703125,2,7913061.843505859375000
365864.463675525039434,8234385083.941769599914551,lNh,Late Noachian highland unit,9028.7236328,37,8419068.689208984375000
449148.129230199323501,9751274543.254642486572266,AHi,Amazonian and Hesperian impact unit,10686.2363281,2,7913061.843505859375000
18616239.257889606058598,1199860624275.603515625000000,eNhm,Early Noachian highland massif unit,1116111.0000000,16,1944452.784667968750000
1471094.323665912728757,46612333036.121902465820312,eNh,Early Noachian highland unit,49948.9960938,15,14599337.820922851562500
331588.164128616743255,6401351457.533500671386719,AHi,Amazonian and Hesperian impact unit,7039.9438477,2,7913061.843505859375000
4122320.971057944931090,172923831735.744995117187500,lNh,Late Noachian highland unit,181558.7343750,37,8419068.689208984375000
627400.030880253063515,18049858084.255245208740234,AHi,Amazonian and Hesperian impact unit,19765.0312500,2,7913061.843505859375000
334521.951618532184511,5711338470.951422691345215,lNh,Late Noachian highland unit,6284.4252930,37,8419068.689208984375000
262693.973626887309365,3984501360.019065856933594,Nhe,Noachian highland edifice unit,4392.0380859,42,220604.235595703125000
420106.893803551618475,12689370773.861682891845703,AHi,Amazonian and Hesperian impact unit,13949.9433594,2,7913061.843505859375000
398283.273141452344134,8027769665.678588867187500,AHi,Amazonian and Hesperian impact unit,8843.9228516,2,7913061.843505859375000
1148284.013074427843094,23921154605.339118957519531,eNh,Early Noachian highland unit,26104.6269531,15,14599337.820922851562500
1223548.937716162297875,41138634704.422882080078125,lNh,Late Noachian highland unit,44643.7460938,37,8419068.689208984375000
265632.426768336677924,4135374501.904075622558594,eNhm,Early Noachian highland massif unit,4573.8325195,16,1944452.784667968750000
3150809.278574488125741,88410943298.289993286132812,lNh,Late Noachian highland unit,95890.3203125,37,8419068.689208984375000
6160485.874489015899599,351080629844.416381835937500,eHb,Early Hesperian basin unit,363097.5937500,11,395406.728515625000000
416453.338688007672317,10478910160.334638595581055,AHi,Amazonian and Hesperian impact unit,11559.5615234,2,7913061.843505859375000
1890887.531573767308146,48496035039.505058288574219,lNh,Late Noachian highland unit,52169.7617188,37,8419068.689208984375000
432707.803288451104891,9649484632.388607025146484,lNh,Late Noachian highland unit,10667.9287109,37,8419068.689208984375000
666367.404267479083501,10098793609.791353225708008,lNh,Late Noachian highland unit,11076.1054688,37,8419068.689208984375000
514302.418953767919447,14075942548.047521591186523,lNh,Late Noachian highland unit,15538.4541016,37,8419068.689208984375000
615503.252949732006527,10216411185.161989212036133,lNh,Late Noachian highland unit,11259.0634766,37,8419068.689208984375000
372884.356365556363016,7584903391.413472175598145,AHi,Amazonian and Hesperian impact unit,8404.4775391,2,7913061.843505859375000
651124.332506065838970,16796225714.204921722412109,lNh,Late Noachian highland unit,18479.4667969,37,8419068.689208984375000
374493.550451323506422,5259013876.951027870178223,lNh,Late Noachian highland unit,5828.4653320,37,8419068.689208984375000
399443.633746211300604,7103494497.765979766845703,lNh,Late Noachian highland unit,7871.9648438,37,8419068.689208984375000
395432.377904447494075,5756931329.127600669860840,mNh,Middle Noachian highland unit,6385.4218750,40,32313488.187866210937500
301877.836796819872689,6908771064.123552322387695,AHi,Amazonian and Hesperian impact unit,7679.2143555,2,7913061.843505859375000
314713.987103466875851,5790586406.395003318786621,HNhu,Hesperian and Noachian highland undivided unit,6444.7553711,18,1006731.637207031250000
688364.324968156171963,16645099207.688625335693359,eNh,Early Noachian highland unit,18406.3671875,15,14599337.820922851562500
588537.301396762253717,18918868457.246818542480469,mNh,Middle Noachian highland unit,20939.6367188,40,32313488.187866210937500
900828.374234952847473,33446299437.235252380371094,eNh,Early Noachian highland unit,36859.0937500,15,14599337.820922851562500
2147566.843903656117618,98568153702.320755004882812,mNh,Middle Noachian highland unit,105904.0468750,40,32313488.187866210937500
18915007.843368191272020,1030608653668.959838867187500,mNh,Middle Noachian highland unit,996981.9375000,40,32313488.187866210937500
1893851.597753250272945,80863331610.269546508789062,mNh,Middle Noachian highland unit,89031.2031250,40,32313488.187866210937500
2932901.634112810250372,138065594569.080352783203125,eNh,Early Noachian highland unit,149446.9375000,15,14599337.820922851562500
517485.955307095660828,9804906832.367166519165039,lNv,Late Noachian volcanic unit,10943.9316406,38,2226351.114257812500000
333513.040407641150523,5035802144.425821304321289,lNh,Late Noachian highland unit,5629.3222656,37,8419068.689208984375000
405459.166119700879790,8735400067.469560623168945,mNh,Middle Noachian highland unit,9752.0673828,40,32313488.187866210937500
280143.804977193591185,5174958296.865703582763672,lNh,Late Noachian highland unit,5796.8999023,37,8419068.689208984375000
1289748.184414847986773,33802728237.435485839843750,mNh,Middle Noachian highland unit,36999.5585938,40,32313488.187866210937500
1593487.830963273299858,88428246873.857788085937500,Hve,Hesperian volcanic edifice unit,96811.6484375,26,382780.249511718750000
880241.870042458409443,44925861545.172180175781250,AHi,Amazonian and Hesperian impact unit,49700.6250000,2,7913061.843505859375000
427806.445073273906019,8737901281.963733673095703,Nhu,Noachian highland undivided unit,9779.6503906,43,1610477.508789062500000
727105.947548803174868,18626281637.004905700683594,lNh,Late Noachian highland unit,20731.2148438,37,8419068.689208984375000
424831.778824773733504,9563908291.633361816406250,AHi,Amazonian and Hesperian impact unit,10690.5039062,2,7913061.843505859375000
368347.265311261697207,8081181417.803415298461914,AHi,Amazonian and Hesperian impact unit,9053.9990234,2,7913061.843505859375000
423067.153545332897920,8919627753.849786758422852,lNh,Late Noachian highland unit,10010.8232422,37,8419068.689208984375000
311446.307846772717312,7174095422.506663322448730,AHi,Amazonian and Hesperian impact unit,8059.7905273,2,7913061.843505859375000
469256.423611710895784,6487335180.681846618652344,lNh,Late Noachian highland unit,7280.4443359,37,8419068.689208984375000
484838.778504210291430,13627165731.046527862548828,HNhu,Hesperian and Noachian highland undivided unit,15303.3320312,18,1006731.637207031250000
277030.723460230627097,5600575698.494853973388672,AHi,Amazonian and Hesperian impact unit,6303.6381836,2,7913061.843505859375000
326108.284205853939056,5906360563.364661216735840,lNh,Late Noachian highland unit,6643.8432617,37,8419068.689208984375000
279101.875831316807307,4710279557.870926856994629,lNh,Late Noachian highland unit,5309.5898438,37,8419068.689208984375000
1566648.609251068672165,49712705047.244712829589844,lNh,Late Noachian highland unit,55236.1406250,37,8419068.689208984375000
967539.682421059347689,24584467945.948310852050781,eNh,Early Noachian highland unit,27570.0722656,15,14599337.820922851562500
6112274.056967486627400,214513481500.634826660156250,eNh,Early Noachian highland unit,230632.5937500,15,14599337.820922851562500
1792669.443112215260044,75190202695.591857910156250,eNh,Early Noachian highland unit,83070.7578125,15,14599337.820922851562500
3369040.702172201126814,116559941585.357940673828125,eNh,Early Noachian highland unit,124553.0156250,15,14599337.820922851562500
1673078.859601221280172,65302861802.071723937988281,lNh,Late Noachian highland unit,72423.9609375,37,8419068.689208984375000
567998.774873617570847,11916029253.868230819702148,Nhe,Noachian highland edifice unit,13375.2978516,42,220604.235595703125000
469758.111489953822456,9420287925.919408798217773,eNhm,Early Noachian highland massif unit,10601.0175781,16,1944452.784667968750000
737356.950254024472088,31172651995.348934173583984,AHi,Amazonian and Hesperian impact unit,34882.7265625,2,7913061.843505859375000
432956.552655131556094,8742884725.529666900634766,lNh,Late Noachian highland unit,9857.1425781,37,8419068.689208984375000
559965.429076254251413,19020305353.429233551025391,AHi,Amazonian and Hesperian impact unit,21379.6757812,2,7913061.843505859375000
2940739.011674153152853,88264179434.235260009765625,mNh,Middle Noachian highland unit,96651.4218750,40,32313488.187866210937500
410386.528651552682277,7107316857.899820327758789,AHi,Amazonian and Hesperian impact unit,8008.2524414,2,7913061.843505859375000
384885.127347223868128,10598907940.592973709106445,AHi,Amazonian and Hesperian impact unit,11957.0830078,2,7913061.843505859375000
471485.028205652313773,14422842562.467506408691406,AHi,Amazonian and Hesperian impact unit,16248.3076172,2,7913061.843505859375000
495281.184175988892093,8565762187.723427772521973,lNh,Late Noachian highland unit,9633.8222656,37,8419068.689208984375000
1158453.052859622053802,30434518181.959926605224609,mNh,Middle Noachian highland unit,34220.0859375,40,32313488.187866210937500
450904.669796762289479,8478680146.464523315429688,eNhm,Early Noachian highland massif unit,9581.7880859,16,1944452.784667968750000
424689.254647668043617,10390941264.611064910888672,AHi,Amazonian and Hesperian impact unit,11739.4541016,2,7913061.843505859375000
552684.194229800021276,18623035544.178882598876953,AHi,Amazonian and Hesperian impact unit,21002.4492188,2,7913061.843505859375000
361743.546007951023057,7498452970.833782196044922,Nve,Noachian volcanic edifice unit,8476.3681641,44,206573.693115234375000
1087924.048242366174236,31099421190.198326110839844,eHv,Early Hesperian volcanic unit,34786.1445312,14,5791988.775878906250000
468625.721417941909749,9613855076.118478775024414,eHv,Early Hesperian volcanic unit,10878.1552734,14,5791988.775878906250000
1531720.459299653768539,39936555865.164047241210938,eNh,Early Noachian highland unit,44808.2695312,15,14599337.820922851562500
687491.541419307119213,26955387079.935771942138672,AHi,Amazonian and Hesperian impact unit,30395.6093750,2,7913061.843505859375000
1539594.626125991810113,55709979178.822837829589844,lNh,Late Noachian highland unit,62409.2421875,37,8419068.689208984375000
1080122.300490695983171,37044768668.645385742187500,lNh,Late Noachian highland unit,41610.1640625,37,8419068.689208984375000
2474625.425916591659188,130868611864.439468383789062,eNhm,Early Noachian highland massif unit,145086.0312500,16,1944452.784667968750000
307822.805627511173952,4824687148.953288078308105,lNh,Late Noachian highland unit,5484.3842773,37,8419068.689208984375000
1289224.675177277531475,42808230344.030799865722656,lNh,Late Noachian highland unit,47924.4960938,37,8419068.689208984375000
339283.807170777872670,4547013803.953598976135254,lNh,Late Noachian highland unit,5180.5703125,37,8419068.689208984375000
608967.347162241465412,17176566773.808927536010742,AHi,Amazonian and Hesperian impact unit,19466.5449219,2,7913061.843505859375000
414771.409860063518863,10215021284.736801147460938,eNhm,Early Noachian highland massif unit,11621.4003906,16,1944452.784667968750000
331007.076704014441930,5167606673.352305412292480,lNh,Late Noachian highland unit,5880.1748047,37,8419068.689208984375000
523943.412250033929013,19201862358.489582061767578,AHi,Amazonian and Hesperian impact unit,21783.3945312,2,7913061.843505859375000
404298.731720936193597,11496340175.132833480834961,AHi,Amazonian and Hesperian impact unit,13101.3925781,2,7913061.843505859375000
935269.341972145717591,22322133525.130878448486328,lNh,Late Noachian highland unit,25199.7421875,37,8419068.689208984375000
229063.210504794144072,3069653081.153195381164551,Nve,Noachian volcanic edifice unit,3507.8190918,44,206573.693115234375000
2415320.771602451335639,112192548456.931503295898438,mNh,Middle Noachian highland unit,125302.9609375,40,32313488.187866210937500
735979.052150552161038,28351452162.586139678955078,eNh,Early Noachian highland unit,32195.8886719,15,14599337.820922851562500
409518.161435044195969,11220212427.057268142700195,lNh,Late Noachian highland unit,12810.2656250,37,8419068.689208984375000
321428.918843765626661,6354038296.957799911499023,lNh,Late Noachian highland unit,7257.2490234,37,8419068.689208984375000
467121.393737610371318,9316814030.117033004760742,eNhm,Early Noachian highland massif unit,10634.7304688,16,1944452.784667968750000
627335.487743038800545,16681898336.986846923828125,lNh,Late Noachian highland unit,19026.4531250,37,8419068.689208984375000
571467.676359959878027,15165137572.708465576171875,mNh,Middle Noachian highland unit,17337.4394531,40,32313488.187866210937500
2226406.715978538151830,125691498476.109710693359375,mNh,Middle Noachian highland unit,140253.6718750,40,32313488.187866210937500
522763.390375527495053,13523822098.993139266967773,lNh,Late Noachian highland unit,15456.7373047,37,8419068.689208984375000
754764.432921302272007,18977503185.117973327636719,eNh,Early Noachian highland unit,21650.4667969,15,14599337.820922851562500
388730.205269464175217,10686582839.927423477172852,HNhu,Hesperian and Noachian highland undivided unit,12246.9306641,18,1006731.637207031250000
917600.264575761510059,58295058548.150016784667969,AHi,Amazonian and Hesperian impact unit,66264.3984375,2,7913061.843505859375000
606288.716879441635683,17914585624.499397277832031,lNv,Late Noachian volcanic unit,20400.3339844,38,2226351.114257812500000
1568115.650318284751847,52350475641.658103942871094,eNh,Early Noachian highland unit,59422.1796875,15,14599337.820922851562500
812190.057465244084597,29440193235.688278198242188,AHi,Amazonian and Hesperian impact unit,33664.7421875,2,7913061.843505859375000
2596672.311587501317263,158176650714.785064697265625,lHv,Late Hesperian volcanic unit,175191.4375000,35,2391023.202148437500000
584103.662101437104866,9860796158.110578536987305,mNh,Middle Noachian highland unit,11314.1308594,40,32313488.187866210937500
637266.377990271430463,18066647175.327842712402344,lNh,Late Noachian highland unit,20726.4492188,37,8419068.689208984375000
372637.579484915186185,9151646262.853454589843750,AHi,Amazonian and Hesperian impact unit,10532.7626953,2,7913061.843505859375000
3844146.542095347773284,153189399234.521453857421875,eNh,Early Noachian highland unit,166240.1562500,15,14599337.820922851562500
518829.349454290349968,12570264174.617353439331055,lNh,Late Noachian highland unit,14481.9433594,37,8419068.689208984375000
461660.410401826084126,10163436592.594058990478516,lNh,Late Noachian highland unit,11714.6484375,37,8419068.689208984375000
376467.660259344440419,7690365093.823879241943359,eNhm,Early Noachian highland massif unit,8855.8125000,16,1944452.784667968750000
808132.947900156141259,37159854922.740867614746094,AHi,Amazonian and Hesperian impact unit,42580.2031250,2,7913061.843505859375000
343086.342484574997798,8222155232.564049720764160,AHi,Amazonian and Hesperian impact unit,9473.0498047,2,7913061.843505859375000
534536.254306695307605,19977756518.310646057128906,AHi,Amazonian and Hesperian impact unit,22974.2304688,2,7913061.843505859375000
455415.210346382518765,9718480408.117525100708008,lNh,Late Noachian highland unit,11191.4824219,37,8419068.689208984375000
